epoch,train_mae_scaled_return,val_mae_scaled_return
1,0.07514487254007665,0.07154494358433618
2,0.07505864697818342,0.071605137652821
3,0.07497856852038591,0.07164318977840363
4,0.07485446226502689,0.07164202583214593
5,0.07477215866522398,0.07163224262850625
6,0.07469732706367911,0.07163260569648137
7,0.07463277917564916,0.07166832259723119
8,0.07456990866117393,0.07169442541069454
9,0.07447796461318582,0.07168502112229665
10,0.07436127195765448,0.07164572321233295
11,0.07425806277890314,0.07156248745464143
12,0.07417301277594175,0.07156261825372302
13,0.07407804627820982,0.07155576845010121
14,0.07401174687856747,0.07145952468826658
15,0.07391809953812432,0.0714920794680005
16,0.07380409000362366,0.07155489543127636
17,0.07372228721816824,0.07161231788377913
18,0.07366956529177189,0.07162683516267747
19,0.07358200386210702,0.07159592329509674
20,0.07350239412158521,0.071619912981987
21,0.0734294028502226,0.0716345225061689
22,0.07332237094258273,0.0716219244022218
23,0.07323432020173727,0.07160699012733641
24,0.07317260165146285,0.07159707352282509
25,0.0730600081832835,0.0716127800563025
26,0.07293040647381974,0.07152941728395129
27,0.07284027057068251,0.0715426980029969
28,0.0727416796633663,0.07152347219368768
29,0.07261793992067489,0.07146149637207153
30,0.07256679981211449,0.07146881851885054
31,0.07251846788842728,0.07149054535797664
32,0.07242561226594836,0.07156770333411201
33,0.07232935688396785,0.07161386003569951
34,0.07223024545099517,0.07162229338335613
35,0.07212714162477736,0.07160623347948468
36,0.07204951187053296,0.07157950174240839
37,0.0719896543326053,0.0716028492602091
38,0.07190829149179845,0.07159744959975047
39,0.07183202817256452,0.07155311627993508
40,0.07170514306393687,0.0715613400652295
41,0.07164330548089207,0.07157134418449705
42,0.07155811735166849,0.07155950343798077
43,0.07148552630813783,0.07154935480110229
44,0.07136655837915257,0.07155369127553607
45,0.07126246769301159,0.07170861155267745
46,0.07118445421547903,0.0717047599572984
47,0.07110667900942626,0.0717415717386064
48,0.07104463366330081,0.07180722081472003
49,0.07092513644153957,0.07180719030281854
50,0.07081720787528001,0.07180023477191017
51,0.07072280385593083,0.07182979489129687
52,0.07062314057985628,0.07180643672980959
53,0.07058071642966991,0.07180958844366528
54,0.07050324430705765,0.07187843109880175
55,0.07042477749883834,0.07187636811581868
56,0.07035013194851437,0.07186703620448945
57,0.07023150617254922,0.07188450627856785
58,0.07013620090508155,0.07191700996860625
59,0.0700428192260117,0.07198605816515666
60,0.06995642370556326,0.0720384329084366
61,0.06986192365977748,0.07212239693081568
62,0.06974500120568723,0.07214394945000845
63,0.06965618990251365,0.0721262109185022
64,0.06958971766116942,0.07214922848201934
65,0.06951644137016288,0.07218181401018113
66,0.06943752835086398,0.0721831749829035
67,0.06936753040357968,0.07216821303443303
68,0.06930964552638326,0.07219798247965556
69,0.06922302223734653,0.07218243914937215
70,0.06915139209070893,0.07220020251614707
71,0.0690551432105184,0.07220890219249422
72,0.06895855982647243,0.0722795973221461
73,0.06886462520105582,0.07224183967189184
74,0.06876062503983685,0.07222664876589699
75,0.06868195673496796,0.07224301449836247
76,0.06862103611024911,0.07224196077339233
77,0.06851701788523355,0.07221594547468518
78,0.06845371230980722,0.07224139476579333
79,0.06835032564101544,0.07225351910742503
80,0.06826211435597129,0.07234730394113631
81,0.06818362277622637,0.07237777066609216
82,0.06807355600366,0.07244639713612813
83,0.06798602019869682,0.07245138618681166
84,0.06788926847418816,0.07242591560833038
85,0.06778840594148118,0.07238728470272487
86,0.0677134635447279,0.07241732686284989
87,0.0676345124267049,0.0723997259896899
88,0.06753209131785465,0.07244204907190233
89,0.06744635933302233,0.07252757322220575
90,0.06736753680922554,0.0725455695674533
91,0.06728494133495037,0.07250270152848864
92,0.06720294623184299,0.07252063022719489
93,0.06715660485616441,0.07252985262681567
94,0.06708421098456331,0.07256411985745506
95,0.06698201821798869,0.07256397936079237
96,0.06689398439356511,0.07258932197850848
97,0.06679023965560672,0.07264550692505306
98,0.06670224540090043,0.07266421355898418
99,0.06661285434988386,0.07270343578051007
100,0.06654852369813082,0.07272952345628587
101,0.06649468425819458,0.0726845342488516
102,0.06641195095185584,0.0726346733078124
103,0.06632304223951206,0.07262845857748909
104,0.06621494795115773,0.07265304241861616
105,0.06613706221467533,0.07268171509106953
106,0.06603754852390006,0.07266160325398521
107,0.06594982237241581,0.072663100702422
108,0.06588379381204287,0.0726262695259518
109,0.06577856810754285,0.07263344833775172
110,0.06570615149438676,0.07262768182489607
111,0.06561391371847493,0.0726474386359018
112,0.06550585302760546,0.07257787150049967
113,0.06543444051441294,0.07254048685232799
114,0.06539426607181854,0.07254481575791798
115,0.06533418476640414,0.07254556105250404
116,0.06526095569427957,0.072551567403097
117,0.0651797514265405,0.07258793025735825
118,0.06508175282934929,0.07258247359404488
119,0.06503529059686877,0.07261260137671516
120,0.0649466203031041,0.07265809485836634
121,0.06488324082497901,0.07263164080324627
122,0.0648209331419249,0.07266967921029954
123,0.06474459544927441,0.07264406860820831
124,0.0646691040190163,0.0726201974210285
125,0.06458387011248409,0.07264388388111478
126,0.06449947211255208,0.07262572480572595
127,0.06443579105139956,0.07264310878420634
128,0.06434600094934559,0.07266143413763197
129,0.06428975667087371,0.07265776774239918
130,0.06419061364096691,0.0726224895980623
131,0.06414728071117684,0.07263023630967216
132,0.06405490680955357,0.07259768578741285
133,0.06399225385497377,0.07261676873479571
134,0.06391005034154872,0.07257005525013757
135,0.06382915389384829,0.07253510138345143
136,0.06375610916659251,0.07250596440973736
137,0.06370473617038745,0.07251963279550037
138,0.06361335666017259,0.07255356344911787
139,0.06356246559076224,0.07253336859127832
140,0.06348813995204108,0.07251494318719894
141,0.06341433110265364,0.07253982670723445
142,0.06332549923499503,0.07254396828394087
143,0.0632960798121393,0.07255245745182037
144,0.06322054978301941,0.07252414335334112
145,0.06313976719019326,0.07258861334550948
146,0.06306882154082499,0.07256780139037541
147,0.0629947803921902,0.07257888265072353
148,0.06292761401857111,0.07254583069256373
149,0.0628641434565466,0.0725677524294172
150,0.06281246284624195,0.07254307870827024
151,0.06276992819504583,0.07256509056166997
152,0.06271753862485481,0.07255052030086517
153,0.06262704529978798,0.07261682479154496
154,0.06254199665014035,0.0726616455922051
155,0.06245549892508383,0.07269517864499773
156,0.06239603458364059,0.07272790774466499
157,0.06235794459726121,0.07275709770028553
158,0.06230834011735003,0.07279205748013087
159,0.06220377129957683,0.0728010381498034
160,0.06214665695804246,0.07277171479331122
161,0.0621089166561684,0.07279080672869606
162,0.06205462865156341,0.07281122723269084
163,0.0619767535944917,0.07284839900713118
164,0.06186494195920223,0.07287589496090299
165,0.06177816030303676,0.07284764732633318
166,0.0617025625493896,0.07285626516455695
167,0.06164760450737851,0.072883692525682
168,0.06160569805854164,0.0729322802452814
169,0.06152843281641411,0.07295006631858765
170,0.06143659409153968,0.07294450203577678
171,0.06134071110619962,0.07292052937878503
172,0.06129756157984267,0.07294599806505536
173,0.06121947496452784,0.07296238177352482
174,0.06116179184875978,0.07294067243734996
175,0.06111889498019619,0.07293737667893606
176,0.0610593499989053,0.07292674245342376
177,0.06101776134344103,0.07292505814915612
178,0.06095565321532548,0.07296773602092077
179,0.06091364482665933,0.07298834574601007
