epoch,train_loss,val_loss,val_mae_dollars,learning_rate
1,0.02457971454714425,0.0056875357404351234,10.62189755799051,0.0001
2,0.006588831631233916,0.004579061642289162,9.116863347571577,0.0001
3,0.005931795865762979,0.004481980577111244,9.030127678391528,0.0001
4,0.005970028614683542,0.004406115040183067,8.966783569534353,0.0001
5,0.0058788558599189855,0.004331224597990513,8.903217470450596,0.0001
6,0.005928972226683982,0.004399009048938751,8.963963379463225,0.0001
7,0.005850257264683023,0.004437713883817196,9.001915431874425,0.0001
8,0.005722412344766781,0.004697404336184263,9.252126621652613,0.0001
9,0.005810937895148527,0.004830425139516592,9.396346711470226,0.0001
10,0.00560780634987168,0.004345907364040613,8.91354875452099,0.0001
11,0.005846235864737537,0.004379387479275465,8.955240151006711,0.0001
12,0.005687877121090423,0.0044630602933466434,9.04391734369563,5e-05
13,0.00556667606724659,0.004357492551207542,8.928586558872421,5e-05
14,0.005599769843684044,0.004385890904814005,8.969881358940329,5e-05
15,0.005626588186714798,0.0044661094434559345,9.045636650544905,5e-05
16,0.005602561381238047,0.004569497425109148,9.155173930235861,5e-05
17,0.005669014113664161,0.004559993743896484,9.137436708885241,5e-05
18,0.005550433786993381,0.004377041012048721,8.965536429537636,2.5e-05
19,0.0055371201888192445,0.004383846651762724,8.973060753028973,2.5e-05
20,0.005483081731654238,0.00458716694265604,9.1733652683103,2.5e-05
21,0.005586856037552934,0.004395389463752508,8.986354870473738,2.5e-05
22,0.005493131007824559,0.004474086221307516,9.065479319184883,2.5e-05
23,0.005493679807841545,0.004358323756605387,8.960433137573508,2.5e-05
24,0.005527999899641145,0.004340576007962227,8.937704171228253,1.25e-05
25,0.0057106298772851005,0.004359842743724585,8.954648632528771,1.25e-05
26,0.005479564773850143,0.004394452553242445,8.988728383592115,1.25e-05
27,0.005434477177914232,0.004403912927955389,8.999606303040915,1.25e-05
28,0.0054277111194096506,0.004389526788145304,8.984340316407899,1.25e-05
29,0.005441641886136495,0.0044028619304299355,8.999787780041443,1.25e-05
30,0.005403521718108095,0.004398010205477476,8.995163678382697,6.25e-06
31,0.005490758856467437,0.00435220031067729,8.950583007406431,6.25e-06
32,0.005528369765670504,0.004377220757305622,8.974710898478175,6.25e-06
33,0.005428627191577107,0.004388602450489998,8.986658915581092,6.25e-06
34,0.005345640835002996,0.0043786861933767796,8.975991056087937,6.25e-06
35,0.005640026654873509,0.004403297323733568,9.001148447638029,6.25e-06
36,0.005394604391767643,0.004382545594125986,8.9804436145496,3.125e-06
37,0.005530975086003309,0.00439935689792037,8.997415612688691,3.125e-06
38,0.005527788438485004,0.004371867049485445,8.970901829572512,3.125e-06
39,0.005398470661020838,0.004406019113957882,9.005175892312158,3.125e-06
40,0.005479509040014818,0.004399314988404512,8.998467225333837,3.125e-06
41,0.005614169000182301,0.004382164217531681,8.981634352865209,3.125e-06
42,0.005520239166799001,0.004382879938930273,8.982384629347536,1.5625e-06
43,0.005536203723750077,0.004378592129796743,8.978193942765612,1.5625e-06
44,0.005354680244636256,0.004380394704639912,8.979794045510047,1.5625e-06
45,0.00537895842717262,0.004374972078949213,8.974735907570137,1.5625e-06
46,0.005616193055175245,0.0043757702223956585,8.975540493675634,1.5625e-06
47,0.005459346808493137,0.0043759895488619804,8.97574481972004,1.5625e-06
48,0.005403915980423335,0.004381186794489622,8.98079983599717,7.8125e-07
49,0.005528424051590264,0.004381814040243626,8.981495416477701,7.8125e-07
50,0.005546691303607076,0.004376513883471489,8.976617254062495,7.8125e-07
