Configuration,Model,Runs,RMSE_mean,RMSE_std,RMSE_min,RMSE_max,MAE_mean,MAE_std,MAE_min,MAE_max,MAPE_mean,MAPE_std,MSE_mean,MSE_std,MAE_rank_within_config
technical,LSTM,5,10.925079137548634,0.05460105678167843,10.86367419381237,11.01161796556301,8.784689669558,0.05371678936480283,8.69410454664896,8.827198492468884,2.088400352132868,0.012754742741397318,119.35973918202176,1.1948737127481204,1.0
technical,GRU,5,10.93920214425329,0.03439383890639493,10.890189845031815,10.977232347662762,8.81648191143601,0.04874175361811596,8.762613675999877,8.889600464416763,2.094414764768539,0.010521628887335906,119.66708990175957,0.7520341584408249,2.0
technical,Transformer,5,11.026447711413855,0.09947061978855196,10.893424689398675,11.114005918713772,8.936739014490092,0.12376866631580871,8.75358823280337,9.088817811250397,2.122305572286308,0.026506204775922915,121.59046465590475,2.189363308931707,3.0
technical,XGBoost,5,12.388123610234857,0.20092111567769694,12.169981344326347,12.641098150449299,9.898215369846646,0.18872878766029264,9.662051971122835,10.134873438599072,2.3448832424086277,0.043339848454073286,153.49790201823845,4.988377629575001,4.0
technical_sentiment,LSTM,5,11.186061731451632,0.23343947768403195,10.913689654211616,11.544814934615317,9.030587577618205,0.20041413916772868,8.852618500453861,9.364885042000612,2.1415436429749226,0.0431654420998694,125.17157225163979,5.2490102500737175,1.0
technical_sentiment,Transformer,5,11.205852316977774,0.21802027774535634,10.96225086774562,11.441536722508586,9.080498313172544,0.18073702022818805,8.89227794952966,9.300855691094073,2.1556272471622493,0.045420335635363164,125.60915242312267,4.885460562950856,2.0
technical_sentiment,GRU,5,11.588545683543245,0.8252200481112979,10.896954186656163,12.856234547223252,9.322489850878611,0.695438614431324,8.686870856787893,10.4084522505964,2.2077838268177734,0.15670433474232437,134.83918156181264,19.59252045516876,3.0
technical_sentiment,XGBoost,5,12.82024628157578,0.2015841230035582,12.498946469386414,13.011518733670673,10.391747971086605,0.14283813396329026,10.18757051347088,10.522325838245056,2.461571307037361,0.03553475173066016,164.39122364717528,5.1405471330126895,4.0
